Bond_ID         l0         kb
   1067   0.392284   1.596612
   1068   0.597594   1.293591
   1069   0.574566   1.319259
   1070   0.352740   1.683730
   1071   1.242010   0.897299
   1072   0.475896   1.449586
   1073   0.574983   1.318781
   1074   0.419681   1.543619
   1075   0.387391   1.606666
   1076   0.832019   1.096310
   1077   0.614363   1.275815
   1078   0.539629   1.361295
   1079   1.237312   0.899002
   1080   1.357612   0.858247
   1081   0.673080   1.218896
   1082   0.315064   1.781562
   1083   0.765629   1.142855
   1084   0.727295   1.172586
   1085   0.853116   1.082669
   1086   0.392052   1.597085
   1087   0.886842   1.061883
   1088   0.696014   1.198646
   1089   0.646451   1.243747
   1090   0.876972   1.067842
   1091   0.549452   1.349072
   1092   0.554758   1.342605
   1093   0.766338   1.142325
   1094   0.511541   1.398169
   1095   0.327745   1.746754
   1096   0.870509   1.071799
   1097   0.780546   1.131881
   1098   0.796721   1.120333
   1099   0.570692   1.323729
   1100   0.802879   1.116027
   1101   0.299628   1.826874
   1102   0.289203   1.859511
   1103   0.297540   1.833275
   1104   1.210675   0.908838
   1105   0.360681   1.665092
   1106   1.231745   0.901031
   1107   0.370619   1.642616
   1108   0.469291   1.459751
   1109   0.888552   1.060861
   1110   0.579285   1.313875
   1111   0.994495   1.002764
   1112   2.563857   0.624530
   1113   2.150794   0.681868
   1114   0.824721   1.101150
   1115   0.884318   1.063398
   1116   0.518094   1.389300
   1117   0.434537   1.517003
   1118   0.607784   1.282701
   1119   0.592894   1.298708
   1120   0.639276   1.250707
   1121   1.624818   0.784508
   1122   1.587918   0.793571
   1123   0.970333   1.015172
   1124   1.014636   0.992761
   1125   0.323969   1.756905
   1126   2.047514   0.698854
   1127   0.400217   1.580710
   1128   0.472455   1.454856
   1129   0.895416   1.056787
   1130   0.822586   1.102578
   1131   0.244201   2.023609
   1132   0.725529   1.174013
   1133   1.324774   0.868819
   1134   1.005551   0.997236
   1135   0.535298   1.366791
   1136   0.967889   1.016453
   1137   0.656410   1.234276
   1138   0.656699   1.234005
   1139   0.878324   1.067020
   1140   0.645607   1.244560
   1141   0.429554   1.525777
   1142   1.004357   0.997829
   1143   0.529120   1.374748
   1144   2.619557   0.617854
   1145   0.409591   1.562517
   1146   0.619026   1.271000
   1147   0.895007   1.057029
   1148   0.798972   1.118753
   1149   0.316127   1.778562
   1150   0.478586   1.445506
   1151   0.506669   1.404875
   1152   0.851758   1.083533
   1153   0.902533   1.052612
   1154   0.691670   1.202404
   1155   0.263958   1.946401
   1156   0.552038   1.345908
   1157   0.297178   1.834391
   1158   0.610170   1.280190
   1159   0.770864   1.138967
   1160   0.605850   1.284746
   1161   0.614164   1.276021
   1162   0.459638   1.474999
   1163   0.888964   1.060615
   1164   0.612457   1.277798
   1165   0.727635   1.172312
   1166   0.619993   1.270009
   1167   0.380335   1.621500
   1168   0.468265   1.461349
   1169   0.401524   1.578136
   1170   0.470482   1.457902
   1171   0.731311   1.169362
   1172   0.799794   1.118178
   1173   0.435872   1.514678
   1174   0.740522   1.162067
   1175   0.500410   1.413635
   1176   0.566338   1.328807
   1177   0.302877   1.817051
   1178   1.381102   0.850917
   1179   1.138830   0.937067
   1180   0.648775   1.241518
   1181   1.015810   0.992188
   1182   0.798746   1.118911
   1183   0.730546   1.169974
   1184   0.431617   1.522126
   1185   0.454807   1.482812
   1186   0.205487   2.206010
   1187   0.986275   1.006934
   1188   1.451319   0.830077
   1189   0.361896   1.662295
   1190   1.687060   0.769901
   1191   0.299503   1.827256
   1192   0.408206   1.565166
   1193   0.475758   1.449796
   1194   0.551154   1.346987
   1195   1.227523   0.902579
   1196   1.142972   0.935367
   1197   0.658212   1.232585
   1198   0.727295   1.172586
   1199   0.474815   1.451235
   1200   0.800007   1.118029
   1201   1.002623   0.998691
   1202   0.681804   1.211072
   1203   1.248719   0.894886
   1204   0.982702   1.008763
   1205   0.554457   1.342970
   1206   0.529540   1.374202
   1207   0.579119   1.314063
   1208   0.922009   1.041436
   1209   0.819307   1.104782
   1210   0.293395   1.846179
   1211   1.834273   0.738360
   1212   0.533344   1.369292
   1213   0.531992   1.371031
   1214   0.580089   1.312964
   1215   0.265547   1.940569
   1216   0.570126   1.324386
   1217   0.307551   1.803191
   1218   0.874068   1.069615
   1219   1.350052   0.860646
   1220   0.808862   1.111892
   1221   0.613931   1.276263
   1222   0.596396   1.294889
   1223   0.383098   1.615642
   1224   0.936393   1.033406
   1225   0.823909   1.101692
   1226   1.321262   0.869972
   1227   0.475219   1.450617
   1228   0.650129   1.240224
   1229   0.857609   1.079830
   1230   0.917426   1.044033
   1231   0.505740   1.406166
   1232   0.727850   1.172139
   1233   1.080315   0.962110
   1234   0.383320   1.615174
   1235   0.521401   1.384886
   1236   1.068209   0.967547
   1237   0.274890   1.907307
   1238   1.208340   0.909715
   1239   0.843109   1.089076
   1240   1.218611   0.905873
   1241   0.551625   1.346412
   1242   0.620951   1.269028
   1243   0.916583   1.044514
   1244   0.680338   1.212377
   1245   0.270418   1.923014
   1246   0.397168   1.586766
   1247   0.659594   1.231294
   1248   0.445708   1.497872
   1249   0.815933   1.107064
   1250   0.440814   1.506164
   1251   0.422306   1.538815
   1252   0.620614   1.269373
   1253   1.518837   0.811418
   1254   0.339371   1.716574
   1255   0.313074   1.787214
   1256   0.629058   1.260825
   1257   0.428491   1.527669
   1258   0.652266   1.238191
   1259   0.761997   1.145575
   1260   0.239575   2.043053
   1261   1.307246   0.874624
   1262   0.347355   1.696731
   1263   0.849893   1.084720
   1264   1.264811   0.889175
   1265   0.758613   1.148127
   1266   0.901375   1.053289
   1267   1.069117   0.967136
   1268   0.411880   1.558168
   1269   0.441479   1.505029
   1270   0.714209   1.183279
   1271   0.451035   1.489001
   1272   1.124580   0.942985
   1273   0.387537   1.606362
   1274   0.449960   1.490778
   1275   0.738988   1.163272
   1276   0.367872   1.648738
   1277   0.330307   1.739968
   1278   0.282323   1.882033
   1279   0.843999   1.088502
   1280   0.818555   1.105289
   1281   0.640016   1.249984
   1282   0.368184   1.648038
   1283   0.586611   1.305645
   1284   0.923402   1.040650
   1285   0.495725   1.420298
   1286   0.337318   1.721790
   1287   0.388731   1.603893
   1288   0.527990   1.376218
   1289   1.179700   0.920692
   1290   2.152995   0.681520
   1291   0.567178   1.327824
   1292   0.662932   1.228190
   1293   0.418907   1.545045
   1294   0.558384   1.338238
   1295   0.764176   1.143940
   1296   0.425479   1.533067
   1297   0.965563   1.017676
   1298   0.694460   1.199987
   1299   0.722443   1.176517
   1300   0.790017   1.125076
   1301   0.275574   1.904938
   1302   0.712769   1.184474
   1303   0.274764   1.907743
   1304   0.446338   1.496815
   1305   0.585481   1.306904
   1306   0.706946   1.189342
   1307   0.974024   1.013247
   1308   0.304204   1.813083
   1309   0.517774   1.389728
   1310   0.984637   1.007771
   1311   0.795846   1.120948
   1312   0.695126   1.199412
   1313   1.007299   0.996370
   1314   0.658152   1.232642
   1315   0.615871   1.274251
   1316   0.390980   1.599274
   1317   0.537180   1.364395
   1318   0.425125   1.533704
   1319   0.519318   1.387661
   1320   0.524825   1.380361
   1321   0.725561   1.173986
   1322   0.299079   1.828550
   1323   0.568746   1.325992
   1324   0.457302   1.478762
   1325   0.541456   1.358997
   1326   1.459464   0.827758
   1327   1.357205   0.858376
   1328   0.600857   1.290073
   1329   0.859880   1.078403
   1330   0.554831   1.342516
   1331   0.223772   2.113962
   1332   0.778214   1.133576
   1333   0.638898   1.251078
   1334   0.458149   1.477395
   1335   0.647122   1.243103
   1336   0.836001   1.093696
   1337   0.430980   1.523251
   1338   0.701620   1.193848
   1339   0.626750   1.263144
   1340   0.349461   1.691611
   1341   1.244141   0.896531
   1342   0.909761   1.048423
   1343   0.654926   1.235674
   1344   0.554565   1.342838
   1345   0.524134   1.381271
   1346   0.786417   1.127648
   1347   1.298302   0.877632
   1348   0.948101   1.027005
   1349   0.347580   1.696183
   1350   0.566102   1.329085
   1351   0.548485   1.350261
   1352   0.406442   1.568558
   1353   0.210834   2.177858
   1354   0.489177   1.429773
   1355   0.789599   1.125373
   1356   1.214137   0.907541
   1357   0.599663   1.291358
   1358   0.571345   1.322972
   1359   0.647470   1.242768
   1360   0.199944   2.236383
   1361   0.751067   1.153880
   1362   0.549951   1.348459
   1363   0.568750   1.325987
   1364   0.306248   1.807022
   1365   0.482163   1.440135
   1366   0.790565   1.124686
   1367   0.349795   1.690804
   1368   0.717467   1.180590
   1369   0.449043   1.492299
   1370   0.667159   1.224293
   1371   0.639823   1.250173
   1372   0.385048   1.611545
   1373   0.639518   1.250471
   1374   0.609106   1.281308
   1375   0.962618   1.019232
   1376   0.467624   1.462350
   1377   0.892224   1.058676
   1378   0.414678   1.552903
   1379   0.595495   1.295868
   1380   0.751429   1.153602
   1381   1.012425   0.993845
   1382   1.142618   0.935512
   1383   0.786446   1.127627
   1384   0.712487   1.184709
   1385   0.228628   2.091393
   1386   0.621768   1.268195
   1387   0.725489   1.174045
   1388   0.870417   1.071856
   1389   0.601510   1.289373
   1390   1.136078   0.938201
   1391   1.182952   0.919425
   1392   0.389862   1.601565
   1393   0.594230   1.297247
   1394   1.284761   0.882244
   1395   0.782181   1.130697
   1396   0.792911   1.123021
   1397   0.515147   1.393267
   1398   0.573031   1.321024
   1399   0.493341   1.423726
   1400   0.471414   1.456461
   1401   0.918635   1.043347
   1402   1.071666   0.965985
   1403   0.404804   1.571729
   1404   0.560683   1.335492
   1405   0.674941   1.217214
   1406   0.370450   1.642991
   1407   0.451409   1.488383
   1408   0.681741   1.211129
   1409   0.736848   1.164960
   1410   0.908836   1.048956
   1411   0.359588   1.667622
   1412   0.695526   1.199066
   1413   0.534925   1.367268
   1414   0.524931   1.380221
   1415   0.658108   1.232683
   1416   0.676874   1.215475
   1417   0.464638   1.467042
   1418   0.735107   1.166339
   1419   0.467307   1.462846
   1420   0.479087   1.444750
   1421   0.970451   1.015110
   1422   0.864556   1.075483
   1423   0.563578   1.332058
   1424   0.750110   1.154616
   1425   1.085789   0.959682
   1426   0.898897   1.054739
   1427   1.020004   0.990146
   1428   0.888883   1.060664
   1429   0.958637   1.021346
   1430   0.565762   1.329484
   1431   0.399084   1.582953
   1432   0.294301   1.843334
   1433   0.524948   1.380199
   1434   0.996922   1.001543
   1435   0.477028   1.447865
   1436   1.335157   0.865434
   1437   1.378704   0.851657
   1438   1.568735   0.798409
   1439   0.393802   1.593534
   1440   0.626428   1.263468
   1441   0.404447   1.572423
   1442   0.819525   1.104635
   1443   0.827098   1.099566
   1444   0.600085   1.290903
   1445   0.315697   1.779775
   1446   1.500857   0.816263
   1447   0.559444   1.336970
   1448   0.372160   1.639213
   1449   0.852936   1.082784
   1450   0.411370   1.559135
   1451   0.555217   1.342049
   1452   0.666995   1.224444
   1453   0.532599   1.370251
   1454   0.612192   1.278075
   1455   0.379660   1.622941
   1456   1.085558   0.959784
   1457   0.640535   1.249478
   1458   0.260027   1.961059
   1459   0.580663   1.312315
   1460   0.414756   1.552758
   1461   0.853005   1.082740
   1462   0.363941   1.657617
   1463   0.922617   1.041092
   1464   0.718412   1.179813
   1465   1.018412   0.990919
   1466   0.452954   1.485843
   1467   0.777420   1.134154
   1468   1.882317   0.728876
   1469   0.927343   1.038436
   1470   0.589587   1.302345
   1471   0.798418   1.119141
   1472   0.532944   1.369806
   1473   0.522180   1.383853
   1474   0.531954   1.371080
   1475   0.597773   1.293397
   1476   1.044795   0.978328
   1477   0.396755   1.587592
   1478   0.735216   1.166252
   1479   0.502119   1.411226
   1480   0.384221   1.613278
   1481   0.575128   1.318614
   1482   0.450961   1.489123
   1483   0.301951   1.819834
   1484   0.373842   1.635520
   1485   0.312061   1.790112
   1486   0.604285   1.286409
   1487   0.367757   1.648995
   1488   1.007901   0.996073
   1489   0.886250   1.062238
   1490   0.375211   1.632534
   1491   0.433451   1.518902
   1492   0.361209   1.663875
   1493   0.643389   1.246703
   1494   0.678344   1.214157
   1495   1.095966   0.955216
   1496   0.344490   1.703774
   1497   1.193133   0.915494
   1498   0.329947   1.740915
   1499   0.327347   1.747817
   1500   0.439185   1.508956
   1501   1.406333   0.843249
   1502   0.491581   1.426273
   1503   1.956159   0.714987
   1504   1.194311   0.915043
   1505   1.610989   0.787869
   1506   0.394132   1.592866
   1507   0.697034   1.197769
   1508   0.415098   1.552118
   1509   0.734097   1.167141
   1510   0.364402   1.656570
   1511   0.626417   1.263479
   1512   0.688752   1.204948
   1513   1.148602   0.933072
   1514   0.618567   1.271472
   1515   0.422339   1.538755
   1516   0.537970   1.363393
   1517   0.322545   1.760779
   1518   0.972051   1.014274
   1519   0.398559   1.583994
   1520   0.477404   1.447295
   1521   0.677564   1.214856
   1522   1.296103   0.878376
   1523   0.369056   1.646090
   1524   0.378629   1.625149
   1525   0.865598   1.074835
   1526   0.554371   1.343074
   1527   0.629605   1.260277
   1528   0.345997   1.700059
   1529   0.613645   1.276561
   1530   0.300671   1.823703
   1531   1.041962   0.979657
   1532   0.541703   1.358687
   1533   0.401556   1.578072
   1534   0.653654   1.236875
   1535   1.196733   0.914116
   1536   0.532682   1.370144
   1537   0.753894   1.151715
   1538   0.843876   1.088581
   1539   0.431100   1.523038
   1540   0.543085   1.356957
   1541   1.117691   0.945887
   1542   0.285182   1.872573
   1543   1.854080   0.734405
   1544   0.489094   1.429894
   1545   0.216418   2.149579
   1546   0.863453   1.076170
   1547   0.342300   1.709215
   1548   0.462318   1.470719
   1549   0.482938   1.438978
   1550   0.427217   1.529945
   1551   0.620388   1.269604
   1552   0.468412   1.461120
   1553   0.319392   1.769449
   1554   0.570291   1.324195
   1555   1.089486   0.958052
   1556   0.402724   1.575781
   1557   0.277674   1.897722
   1558   0.180391   2.354469
   1559   0.667126   1.224323
   1560   0.214236   2.160495
   1561   0.619295   1.270724
   1562   0.614738   1.275425
   1563   1.488485   0.819649
   1564   0.865370   1.074977
   1565   1.217389   0.906328
   1566   0.254565   1.981986
   1567   0.665014   1.226266
   1568   0.412740   1.556546
   1569   0.635058   1.254854
   1570   2.626211   0.617071
   1571   0.528520   1.375528
   1572   0.465854   1.465126
   1573   1.078490   0.962924
   1574   0.502282   1.410998
   1575   0.617224   1.272854
   1576   0.617034   1.273050
   1577   0.403192   1.574867
   1578   0.459673   1.474944
   1579   0.522667   1.383207
   1580   0.532263   1.370682
   1581   0.491714   1.426080
   1582   0.634134   1.255768
   1583   0.615142   1.275006
   1584   0.425398   1.533212
   1585   0.496151   1.419689
   1586   0.597593   1.293592
   1587   1.222903   0.904282
   1588   0.641730   1.248314
   1589   0.528408   1.375673
   1590   0.633653   1.256245
   1591   0.879416   1.066358
   1592   0.657162   1.233570
   1593   0.489875   1.428754
   1594   0.909661   1.048480
   1595   0.548618   1.350097
   1596   0.828614   1.098560
   1597   0.275151   1.906403
   1598   0.471312   1.456619
   1599   0.410894   1.560038
   1600   0.795804   1.120978
   1601   0.535392   1.366671
   1602   0.745445   1.158223
   1603   0.757047   1.149313
   1604   0.327294   1.747959
   1605   0.433027   1.519647
   1606   0.399773   1.581588
   1607   0.575009   1.318750
   1608   0.557407   1.339411
   1609   0.402882   1.575473
   1610   0.399340   1.582445
   1611   0.940083   1.031376
   1612   0.850537   1.084310
   1613   0.672266   1.219633
   1614   0.184244   2.329721
   1615   1.765438   0.752616
   1616   0.781850   1.130936
   1617   0.227152   2.098177
   1618   0.418328   1.546113
   1619   0.636980   1.252960
   1620   0.354158   1.680356
   1621   0.382350   1.617221
   1622   1.942406   0.717513
   1623   0.568985   1.325714
   1624   0.581068   1.311857
   1625   0.374424   1.634250
   1626   0.842280   1.089612
   1627   0.432803   1.520040
   1628   0.333051   1.732784
   1629   0.885283   1.062818
   1630   0.476906   1.448051
   1631   0.793001   1.122957
   1632   0.945942   1.028177
   1633   0.355252   1.677768
   1634   0.569543   1.325064
   1635   0.833940   1.095047
   1636   1.180244   0.920479
   1637   0.706779   1.189483
   1638   1.201104   0.912451
   1639   0.658986   1.231862
   1640   0.809841   1.111220
   1641   0.491833   1.425907
   1642   0.494702   1.421767
   1643   0.561715   1.334264
   1644   0.553785   1.343784
   1645   0.784248   1.129206
   1646   0.523076   1.382667
   1647   1.189480   0.916899
   1648   1.232435   0.900778
   1649   0.468558   1.460893
   1650   0.694834   1.199664
   1651   0.351321   1.687127
   1652   0.924888   1.039813
   1653   0.290686   1.854759
   1654   1.437235   0.834134
   1655   1.053665   0.974202
   1656   0.661998   1.229056
   1657   0.866248   1.074432
   1658   0.734023   1.167200
   1659   0.787793   1.126663
   1660   0.365943   1.653077
   1661   1.945429   0.716956
   1662   1.733185   0.759587
   1663   0.490338   1.428080
   1664   0.844223   1.088357
   1665   0.288882   1.860543
   1666   0.840912   1.090497
   1667   0.621523   1.268445
   1668   0.696849   1.197928
   1669   0.592102   1.299577
   1670   0.516339   1.391657
   1671   0.567875   1.327008
   1672   0.416949   1.548669
   1673   0.286326   1.868828
   1674   0.484672   1.436402
   1675   0.376953   1.628757
   1676   0.638673   1.251298
   1677   0.585835   1.306509
   1678   0.316660   1.777066
   1679   0.514968   1.393509
   1680   0.423612   1.536440
   1681   0.512426   1.396961
   1682   0.851837   1.083482
   1683   0.952762   1.024490
   1684   0.478501   1.445635
   1685   0.600520   1.290435
   1686   0.949285   1.026365
   1687   0.518010   1.389411
   1688   1.506083   0.814846
   1689   0.846312   1.087013
   1690   0.373926   1.635336
   1691   0.496156   1.419681
   1692   0.409185   1.563292
   1693   0.260704   1.958512
   1694   0.609506   1.280887
   1695   0.644579   1.245552
   1696   0.347291   1.696889
   1697   0.517597   1.389965
   1698   0.361649   1.662862
   1699   0.705901   1.190223
   1700   0.507962   1.403086
   1701   0.803068   1.115896
   1702   0.681843   1.211038
   1703   0.236752   2.055198
   1704   0.430450   1.524189
   1705   0.718407   1.179817
   1706   0.823746   1.101801
   1707   0.309865   1.796445
   1708   0.555863   1.341270
   1709   0.656134   1.234536
   1710   0.423176   1.537233
   1711   0.889382   1.060366
   1712   0.580487   1.312513
   1713   1.052304   0.974831
   1714   0.424750   1.534381
   1715   0.816097   1.106953
   1716   0.914698   1.045589
   1717   0.500927   1.412905
   1718   0.680183   1.212515
   1719   0.650181   1.240175
   1720   0.803152   1.115838
   1721   0.872304   1.070696
   1722   0.775542   1.135527
   1723   0.499058   1.415548
   1724   0.413011   1.556034
   1725   0.444046   1.500673
   1726   0.348336   1.694341
   1727   0.777121   1.134372
   1728   0.405928   1.569551
   1729   0.677582   1.214840
   1730   0.405423   1.570529
   1731   0.426095   1.531959
   1732   0.460423   1.473741
   1733   0.584158   1.308383
   1734   1.778640   0.749818
   1735   0.422365   1.538707
   1736   0.572032   1.322178
   1737   0.475471   1.450233
   1738   1.383017   0.850328
   1739   0.428430   1.527777
   1740   0.512935   1.396269
   1741   0.396804   1.587493
   1742   0.637293   1.252652
   1743   0.290500   1.855355
   1744   0.789328   1.125567
   1745   0.354231   1.680184
   1746   0.326286   1.750655
   1747   0.516652   1.391237
   1748   0.498912   1.415755
   1749   0.538723   1.362440
   1750   0.445737   1.497823
   1751   0.577253   1.316185
   1752   0.328185   1.745583
   1753   0.405606   1.570173
   1754   0.643472   1.246623
   1755   0.748439   1.155904
   1756   0.314893   1.782043
   1757   0.370387   1.643131
   1758   0.312928   1.787630
   1759   0.224762   2.109300
   1760   1.200548   0.912663
   1761   0.396984   1.587133
   1762   1.748475   0.756259
   1763   0.250022   1.999911
   1764   0.386574   1.608361
   1765   0.676108   1.216163
   1766   0.588060   1.304035
   1767   0.830409   1.097372
   1768   1.220754   0.905078
   1769   1.147280   0.933610
   1770   0.709560   1.187150
   1771   0.660022   1.230894
   1772   0.394206   1.592717
   1773   0.496689   1.418920
   1774   0.520461   1.386136
   1775   0.874822   1.069154
   1776   0.702735   1.192900
   1777   0.443222   1.502067
   1778   0.808181   1.112361
   1779   0.503675   1.409045
   1780   0.398075   1.584958
   1781   0.538485   1.362741
   1782   0.600808   1.290126
   1783   0.563340   1.332338
   1784   0.899226   1.054546
   1785   0.669310   1.222324
   1786   1.353573   0.859526
   1787   0.268822   1.928712
   1788   0.864439   1.075556
   1789   0.356061   1.675860
   1790   0.673228   1.218762
   1791   1.034275   0.983291
   1792   0.412658   1.556699
   1793   0.689356   1.204420
   1794   0.426216   1.531740
   1795   1.819768   0.741297
   1796   0.541796   1.358571
   1797   0.811716   1.109936
   1798   0.379062   1.624221
   1799   0.492682   1.424678
   1800   0.549756   1.348699
   1801   0.335263   1.727060
   1802   0.479157   1.444644
   1803   1.901710   0.725150
   1804   0.434667   1.516778
   1805   0.677589   1.214834
   1806   1.122166   0.943999
   1807   0.462196   1.470913
   1808   0.332969   1.732998
   1809   0.368400   1.647556
   1810   0.942712   1.029937
   1811   0.676276   1.216012
   1812   0.845756   1.087370
   1813   0.242530   2.030569
   1814   0.421400   1.540468
   1815   0.281688   1.884150
   1816   0.614680   1.275485
   1817   0.217309   2.145165
   1818   0.492180   1.425405
   1819   0.572773   1.321322
   1820   0.849214   1.085154
   1821   0.319958   1.767882
   1822   0.943466   1.029525
   1823   0.435904   1.514624
   1824   0.457335   1.478709
   1825   0.499811   1.414482
   1826   0.308545   1.800284
   1827   0.363832   1.657866
   1828   0.593449   1.298101
   1829   1.082401   0.961182
   1830   0.861813   1.077193
   1831   0.616950   1.273136
   1832   0.769396   1.140053
   1833   0.574041   1.319862
   1834   0.807429   1.112879
   1835   0.530980   1.372337
   1836   0.296323   1.837036
   1837   0.951655   1.025086
   1838   0.259602   1.962664
   1839   0.798076   1.119381
   1840   0.227629   2.095976
   1841   0.344865   1.702846
   1842   0.853607   1.082358
   1843   0.774531   1.136268
   1844   0.936880   1.033137
   1845   0.440326   1.506999
   1846   0.446892   1.495887
   1847   1.149387   0.932753
   1848   0.472765   1.454378
   1849   0.493112   1.424057
   1850   0.527550   1.376791
   1851   0.395361   1.590388
   1852   0.470733   1.457513
   1853   0.523851   1.381644
   1854   0.574666   1.319144
   1855   1.208858   0.909520
   1856   0.647206   1.243022
   1857   1.093923   0.956107
   1858   0.305997   1.807764
   1859   0.529047   1.374842
   1860   0.295552   1.839428
   1861   0.704578   1.191339
   1862   0.710523   1.186345
   1863   0.519459   1.387472
   1864   0.750455   1.154350
   1865   0.742766   1.160310
   1866   0.286733   1.867501
   1867   0.492060   1.425578
   1868   0.257497   1.970669
   1869   0.868622   1.072963
   1870   0.328937   1.743588
   1871   0.325865   1.751787
   1872   0.861677   1.077278
   1873   0.339387   1.716533
   1874   0.232013   2.076077
   1875   0.630508   1.259374
   1876   0.990431   1.004819
   1877   0.904364   1.051546
   1878   0.473189   1.453726
   1879   0.442637   1.503060
   1880   0.511975   1.397577
   1881   0.300519   1.824166
   1882   0.407026   1.567432
