Time Step,Label Index,Name (NA),Volume (µm³),Equivalent Spherical Diameter (µm),Aspect Ratio,Center Of Mass X (µm),Center Of Mass Y (µm),Center Of Mass Z (µm),Sphericity
0,880,,472501218.9,966.3507105,1.072788602,16570.39753,19822.31069,5514.997499,0.903678583
0,881,,470728347.4,965.1405811,1.08728397,19178.93854,15008.36788,3176.489807,0.852960819
0,882,,471915889.9,965.9515109,1.128323857,14858.40737,19760.49352,6437.074495,0.92786179
0,883,,470621412.3,965.067492,1.074402925,13895.7892,17643.48757,9325.606475,0.935729549
0,884,,519141810.7,997.1545189,1.584313914,15818.10063,19991.43188,11265.33887,0.87544946
0,885,,464559880.1,960.9062678,1.054130412,21637.91653,18276.27447,12145.09897,0.948690005
0,886,,469563317.5,964.3436979,1.030645011,13927.32974,18293.54717,11953.28029,0.953366067
0,887,,471527546.6,965.6864752,1.011260582,15342.07028,16122.20098,12835.84527,0.948483482
0,888,,468403915.8,963.5493548,1.062813123,15890.60679,21620.89596,8773.834861,0.932727583
0,889,,474544242.3,967.7414924,1.178300198,15966.99581,19594.9931,6188.784809,0.922412823
0,890,,487449621.4,976.4358248,1.318847159,17119.21971,21189.33079,11994.04476,0.932102101
0,891,,473080919.7,966.7457468,1.043852411,15130.65278,19552.67328,10842.44561,0.942063295
0,892,,477425862.1,969.6963767,1.038362359,15912.53542,15617.17528,7727.539477,0.928994469
0,893,,475562939.9,968.4334766,1.038160845,19598.17794,16620.53428,3876.434371,0.916261655
0,894,,471476893.1,965.6518946,1.069662224,20205.28159,19526.34294,6451.154814,0.92959643
0,895,,465674256.4,961.6739881,1.160175265,15561.14904,20277.53455,3554.693614,0.893525236
0,896,,469039898.3,963.9852488,1.106324648,15183.3244,15395.10761,3824.787021,0.891729536
0,897,,470587643.3,965.044409,1.041439999,18969.32302,14526.58952,14235.78123,0.956229645
0,898,,472602525.8,966.4197692,1.063088765,19237.10163,19511.92294,13521.68095,0.955337565
0,899,,865724125.3,1182.479533,3.634220078,18380.98381,15584.54472,2693.250775,0.357168932
0,900,,472731973.6,966.5079966,1.04922883,18020.24343,20964.46,9963.028229,0.946194511
0,901,,474043335.7,967.4008717,1.057232062,18599.16883,20661.96441,4297.108582,0.920144822
0,902,,469923520,964.5902179,1.063325263,20641.23368,19912.41855,14921.69276,0.97210268
0,903,,470559502.5,965.0251723,1.044712476,13190.53449,18283.55302,9505.057772,0.939014035
0,904,,474431679,967.6649693,1.067772616,15674.88047,18594.06132,14467.74878,0.962304852
0,905,,507086284.2,989.3753378,1.503036875,18918.79613,20708.27215,6795.854478,0.897485859
0,906,,503501144,987.0381672,1.419220225,14178.4277,18029.13834,4062.606585,0.89722331
0,907,,475264647.2,968.2309538,1.019201462,20787.29569,16996.99491,11757.5043,0.947589885
0,908,,477752295.5,969.917332,1.052629649,16409.44834,19351.0703,11126.48872,0.941205675
0,909,,475816207.3,968.6053634,1.190025275,18530.19227,21746.80204,9623.435871,0.940183947
0,910,,474544242.3,967.7414924,1.088611424,14134.65621,14811.23204,13420.67232,0.952936431
0,911,,477015006.1,969.4181347,1.040335211,14106.4971,18637.32543,9691.781943,0.938942406
0,912,,474836906.8,967.9403958,1.072069803,15889.72127,13689.31361,7941.148553,0.934907386
0,913,,477628475.9,969.8335332,1.086968251,17280.64774,21173.15304,10818.9175,0.953571882
0,914,,474578011.3,967.7644469,1.060795722,15576.73039,19535.4485,14385.12035,0.961393002
0,915,,474324743.9,967.5922612,1.091214354,14384.7005,14650.42251,8872.373843,0.930490687
0,916,,476086359.1,968.7886422,1.075470486,13201.61794,18370.37137,11316.14646,0.956686511
0,917,,475979424,968.7161027,1.068238915,17656.224,15637.00446,14914.26169,0.96612968
0,918,,478619032.7,970.5035183,1.074878729,20543.0089,18610.10527,5218.099657,0.934377347
0,919,,475726156.6,968.5442551,1.073503628,17111.85813,14493.03672,3659.853634,0.909477772
0,920,,480251200.2,971.6054574,1.051383616,19931.50965,16958.3261,11195.28381,0.945458864
0,921,,477904256,970.0201561,1.062552801,19287.42782,14867.99861,13150.04818,0.951252798
0,922,,487443993.3,976.4320668,1.226523711,18130.72286,14486.71556,5201.12906,0.912382694
0,923,,514476063,994.1582411,1.433544144,19032.89229,16850.3749,3114.146774,0.878634879
0,924,,481337435.8,972.3374338,1.075999846,16144.29696,20794.10293,9779.116087,0.939162611
0,925,,479947279.3,971.4004581,1.070036353,13186.78516,17323.01582,7871.08669,0.940030601
0,926,,480352507.1,971.6737713,1.036261757,20681.81887,18218.56267,9810.43584,0.935521186
0,927,,475675503.2,968.5098783,1.023966627,21054.55429,15992.22601,15128.92557,0.974252366
0,928,,480881554.5,972.0303655,1.045464241,15483.21399,17820.28904,13810.94365,0.956048162
0,929,,487826708.4,976.6875475,1.045027064,19592.02278,17569.72255,4627.498961,0.916079588
0,930,,481483768,972.4359579,1.06737141,18129.68385,13484.5744,8824.203445,0.942269018
0,931,,483290408.5,973.6507094,1.034887213,16844.08129,15676.7173,13531.19044,0.951007571
0,932,,481573818.6,972.4965781,1.048226636,18612.21407,20233.57583,13863.45292,0.959394313
0,933,,484759359.2,974.636175,1.068498083,14957.13425,16586.57405,5333.840898,0.923253584
0,934,,480020445.5,971.4498177,1.070404554,14231.19604,18283.91567,5022.288736,0.919463952
0,935,,497394586.5,983.031597,1.283483524,19282.48946,21437.15951,12629.24441,0.915110051
0,936,,484162773.9,974.236188,1.07805299,20508.94611,18765.00704,11344.45588,0.947984839
0,937,,491136068.6,978.8911506,1.119955095,17134.25816,15401.02169,6597.426815,0.912970713
0,938,,490877173.1,978.7191174,1.198720965,18401.1432,19979.7818,4992.148579,0.915069233
0,939,,488822893.3,977.3519227,1.076629298,19810.24581,16642.19506,9688.527822,0.931442926
0,940,,500585755.3,985.1294182,1.334915403,18823.04544,21044.40214,14392.5939,0.945513829
0,941,,478787877.6,970.6176281,1.100331397,19848.4561,21140.69303,8767.737514,0.935021589
0,942,,486374642.2,975.7175142,1.060335903,16103.69169,20782.02244,10722.62593,0.94800649
0,943,,487021881,976.1501315,1.060800186,19464.73918,16371.67133,4782.297093,0.922461241
0,944,,486526602.6,975.8191197,1.079861685,19034.86872,18594.04405,12319.98893,0.946993402
0,945,,483785686.9,973.9831965,1.015518811,20871.31134,18580.48676,14539.20447,0.970824636
0,946,,496674181.6,982.5567741,1.065624481,16661.69366,17604.70991,3520.546025,0.90016845
0,947,,491164209.4,978.9098462,1.102074077,18235.36122,20898.40252,10907.02385,0.937572025
0,948,,489565810.9,977.8468016,1.054707181,20407.2811,17328.58581,10075.5643,0.942727581
0,949,,526160130.7,1001.627958,1.534537222,18160.11237,18988.32971,12175.1683,0.900279527
0,950,,486065093.2,975.5104745,1.075278129,13232.24418,18647.74764,12513.29991,0.953690336
0,951,,498756602.1,983.9280577,1.143539842,18662.09974,16392.41014,4003.237948,0.91293784
0,952,,492931452.8,980.082503,1.097151055,15419.86612,19311.86613,8883.125122,0.932958062
0,953,,491715769.4,979.2761362,1.082982844,14132.69081,16773.10523,10801.68924,0.938388185
0,954,,488609023.1,977.2093646,1.073638833,15627.44767,14652.06175,14204.50276,0.954051487
0,955,,492993362.6,980.1235325,1.060376751,15568.25625,18984.68435,3543.124496,0.907294023
0,956,,492351751.9,979.6981511,1.122564563,20047.92787,15853.46927,3489.978967,0.885041425
0,957,,488625907.6,977.2206207,1.048381186,13242.76099,16690.00315,10420.53202,0.948285031
0,958,,493128438.5,980.2130395,1.039329794,17779.76912,20312.26395,13350.84688,0.95562374
0,959,,498739717.6,983.9169545,1.031961893,19824.48895,17770.29282,8314.327448,0.936080972
0,960,,494400403.5,981.0550961,1.134656922,14987.40649,21149.66261,8739.674809,0.938248267
0,961,,495666740.3,981.8919933,1.116088226,17880.94413,21755.78255,7237.923058,0.949032823
0,962,,493179092,980.2466004,1.08461979,20206.76927,20876.62517,13610.28421,0.948311642
0,963,,495582317.8,981.8362446,1.106321323,13966.61557,20120.87075,8097.56132,0.935740332
0,964,,493606832.4,980.5299119,1.073654707,16357.0695,21744.9668,9582.629183,0.943882947
0,965,,505268387.4,988.1916235,1.14074575,19245.03027,18787.03885,7797.273164,0.930333333
0,966,,506028189.5,988.6867096,1.26428637,16762.33837,13466.71644,11272.05922,0.94129226
0,967,,503371696.3,986.9535723,1.022192834,19597.09619,14368.33202,10752.1903,0.931360941
0,968,,496657297.1,982.5456399,1.092744894,20593.01397,14816.65526,12143.92487,0.937338128
0,969,,508926693.7,990.5708328,1.115795614,17872.72802,19635.68381,4210.600546,0.911815782
0,970,,508859155.8,990.5270124,1.296587911,20401.62782,14670.99018,7268.734129,0.926436097
0,971,,500748972,985.2364742,1.020543881,15696.26764,13719.54189,13918.27795,0.953268661
0,972,,507232616.5,989.4704982,1.169770927,20647.74761,16351.31219,13484.79827,0.952194061
0,973,,510378759.9,991.5120349,1.070496572,18503.37807,16280.31283,6797.437617,0.914344501
0,974,,508217545.1,990.1105252,1.136302656,17011.38545,14679.05126,11224.52197,0.942945421
0,975,,673043944.4,1087.297192,4.969447205,13983.97287,19341.86915,8773.836626,0.787342189
0,976,,505228990.2,988.1659389,1.057300032,18258.22913,19308.94759,13883.19025,0.953930038
0,977,,503951397.1,987.3322973,1.056979663,13731.38916,19244.84969,11936.35697,0.955035219
0,978,,499741530.7,984.5753084,1.053083757,20292.33799,14505.42414,12972.08745,0.939455615
0,979,,506804876.1,989.1922856,1.084675836,18419.30977,13843.9768,11694.4282,0.943517885
0,980,,521021617.3,998.3566309,1.271906129,19270.11686,17210.34538,13758.96168,0.947507439
0,981,,509686495.8,991.0635453,1.074100217,14718.36819,18818.81239,11751.49828,0.947936899
0,982,,510080467.3,991.318833,1.213077903,13336.52464,18740.16741,10282.0587,0.938616333
0,983,,513513647.1,993.5379395,1.092995199,14920.15398,18058.22583,3537.959888,0.897110514
0,984,,921381035.2,1207.295408,3.533005799,15874.3266,14916.84675,2774.20043,0.321250828
0,985,,507907996.1,989.9094631,1.056178911,19341.48561,21390.79336,7963.977532,0.93602399
0,986,,518128741.2,996.5054704,1.113360819,18787.07671,19582.06308,3282.247712,0.909917689
0,987,,508870412.1,990.5343161,1.058799042,19355.60172,21419.98259,11125.11652,0.950384897
0,988,,510558861.2,991.6286487,1.048894605,14796.05891,14323.9064,8060.273866,0.926737164
0,989,,516260190.9,995.3061138,1.088321469,19358.47333,15395.16385,4014.982484,0.903107354
0,990,,515235865.1,994.6474067,1.055621443,14635.65596,20845.37313,9614.87152,0.945639681
0,991,,521471870.4,998.6441326,1.056522502,16418.51587,17051.42973,12485.54717,0.950319245
0,992,,519428847,997.3382625,1.035775157,17603.59081,14253.31455,12731.67485,0.952627103
0,993,,523711879.5,1000.071999,1.211249359,20215.13448,18809.76046,13804.67952,0.955131728
0,994,,517684116.3,996.2203431,1.064297336,13948.28246,15176.65322,9566.907769,0.934430521
0,995,,528822252.1,1003.314371,1.037364801,15960.21865,16715.40201,6531.738468,0.909994709
0,996,,537050627.3,1008.491407,1.337988943,17462.01513,19609.91388,11501.74225,0.936846304
0,997,,523666854.2,1000.043338,1.060295577,14598.21369,14485.13315,9803.761914,0.944488492
0,998,,547682228.3,1015.102761,1.33082713,15088.57945,15076.71964,14988.09705,0.900646065
0,999,,529261248.8,1003.591925,1.182550354,19515.94214,20295.32955,6241.246611,0.9084855
0,1000,,525158317.6,1000.991851,1.0557944,13141.26306,17572.417,10771.44653,0.951728665
0,1001,,531315528.5,1004.888699,1.110845121,16713.73328,20219.77041,6413.095907,0.92497072
0,1002,,530285574.6,1004.238954,1.056515432,14536.50733,17980.21257,6729.166085,0.915355914
0,1003,,525563545.3,1001.24925,1.07630893,21618.00702,18411.75593,13946.1979,0.961787393
0,1004,,526880535.6,1002.084884,1.067648552,17257.69354,13390.60891,13119.0827,0.954632565
0,1005,,530493816.7,1004.370391,1.116304648,18075.64109,14851.65126,14495.98339,0.95553728
0,1006,,535395947.2,1007.454603,1.157385803,14983.81066,18575.27029,12706.35614,0.947160899
0,1007,,536290825.2,1008.015588,1.034230423,18115.72522,19239.0216,10646.54741,0.945457338
0,1008,,538986715.5,1009.701837,1.077200769,20565.1876,18518.98118,12286.06593,0.902763381
0,1009,,559889715.2,1022.589406,1.416619214,14805.56071,19876.67171,13971.13748,0.924609489
0,1010,,536313337.8,1008.029693,1.040625817,14177.9617,17033.63674,6727.469684,0.926795842
0,1011,,544310958.3,1013.015643,1.05356685,14727.91915,15651.68022,6843.611061,0.9238245
0,1012,,547063130.3,1014.720127,1.15994616,15743.05413,18337.83759,10032.89821,0.928247603
0,1013,,550237414.6,1016.67895,1.049732866,19668.4931,18747.60396,5631.145516,0.920588496
0,1014,,557632821.5,1021.21355,1.256979775,16482.09821,16198.02698,11905.4333,0.939280426
0,1015,,554587985,1019.351449,1.064569934,20363.93351,16022.25841,7545.900196,0.928918872
0,1016,,551880838.3,1017.690134,1.065721614,14177.34208,18438.8768,10992.72634,0.941240769
0,1017,,548836001.8,1015.815082,1.071346921,14859.69438,14212.8856,13727.6927,0.949272113
0,1018,,685538467.6,1093.984249,3.708660072,18753.16518,20722.48719,9400.703855,0.821732456
0,1019,,558015536.7,1021.447123,1.180613158,16637.94531,17646.47896,14447.38529,0.959105929
0,1020,,593433570.2,1042.616266,1.416080346,15433.74038,18335.33494,4316.409918,0.865191965
0,1021,,565562904.1,1026.031666,1.202776848,18780.50662,14802.01117,4589.305327,0.918470881
0,1022,,556040051.2,1020.240323,1.042816067,19427.00205,21375.76811,9601.919653,0.937623928
0,1023,,556068192.1,1020.257534,1.087941648,20255.94713,20785.21741,14599.0762,0.967529264
0,1024,,574325954.8,1031.303774,1.208692266,18903.11606,17251.4509,6805.262259,0.912258654
0,1025,,569722117,1028.540709,1.165202343,16065.21481,15471.41644,8701.088978,0.924157576
0,1026,,571669461.6,1029.711248,1.198330817,18047.131,15297.5861,11318.826,0.935104812
0,1027,,564043299.9,1025.111898,1.082257255,20848.65248,20124.553,9422.211043,0.939995022
0,1028,,574314698.5,1031.297036,1.166479003,13376.48225,16495.34078,8423.960977,0.930583547
0,1029,,607233827.4,1050.636404,1.767711928,16231.69509,16294.26597,13172.62907,0.918548289
0,1030,,579132406.5,1034.17273,1.113196103,16391.62581,19596.98931,8686.468727,0.925616707
0,1031,,578181246.9,1033.606249,1.144394094,18435.19748,18354.09045,14247.96754,0.954776214
0,1032,,653750599.5,1076.806891,2.271646632,13444.0997,16364.06591,12330.68421,0.845330956
0,1033,,613227821.6,1054.082029,1.636784558,15639.53391,17368.43927,4933.03167,0.874784975
0,1034,,579441955.5,1034.356954,1.267024916,21337.59224,19241.12826,12059.90414,0.947151781
0,1035,,580213013.9,1034.815554,1.06767436,18707.60479,15403.68783,15041.3898,0.973277494
0,1036,,599213694.2,1045.990409,1.265670789,19048.76217,15545.90316,7215.581883,0.909883355
0,1037,,593585530.6,1042.705252,1.073121989,13808.31882,18554.51056,7184.058076,0.932063705
0,1038,,628063660.9,1062.514865,1.64193107,18027.91099,15316.39055,7062.849917,0.894478431
0,1039,,587878572.7,1039.35283,1.114831011,17967.35319,21811.47263,11277.44187,0.948937896
0,1040,,599647062.8,1046.242512,1.222082135,13948.39226,17472.27207,11441.14705,0.945724422
0,1041,,607093123.3,1050.555249,1.2181407,20150.17821,15697.83055,8480.827004,0.922017383
0,1042,,618563320.7,1057.130283,1.402443039,14069.09893,20316.43599,13382.93428,0.92134877
0,1043,,600896515.2,1046.968674,1.181371297,18425.84665,21744.00891,12885.37313,0.95029126
0,1044,,605157035,1049.43728,1.087753673,20663.21773,18158.28992,7842.491519,0.926167529
0,1045,,604205875.4,1048.887172,1.172989561,15650.88299,20999.34459,8025.612487,0.917773588
0,1046,,600806464.5,1046.916372,1.153961151,18337.91642,21718.83881,13898.90869,0.958525499
0,1047,,624326560.2,1060.403281,1.374976581,15111.59102,19173.39296,9758.460618,0.919175732
0,1048,,605826786.5,1049.824289,1.065028048,18844.41981,13662.04635,13751.77707,0.950692657
0,1049,,629465073.6,1063.304549,1.448654207,17954.09355,20875.29414,12400.20727,0.930082778
0,1050,,618400104,1057.037295,1.316956341,16035.18948,16297.45673,14639.2974,0.955596356
0,1051,,1135037382,1294.207307,2.885572879,17678.54586,14524.00353,2542.348157,0.192348698
0,1052,,617167536.1,1056.334548,1.318818236,19722.06919,19848.71056,3353.027795,0.888372499
0,1053,,627123757.5,1061.984579,1.214045818,16425.53542,18616.633,3947.596618,0.895609721
0,1054,,711957067.5,1107.860456,2.811104832,17349.58459,19221.05762,3063.100248,0.839335426
0,1055,,656801064.2,1078.479121,1.610383849,19681.43408,19572.71296,8330.500064,0.879403624
0,1056,,911182802.7,1202.824588,2.451188002,20120.41215,19317.93854,2336.495656,0.226674913
0,1057,,641182910.2,1069.862024,1.308226389,13964.45288,19526.20411,7265.28673,0.924303442
0,1058,,641503715.5,1070.040424,1.520747699,17813.01591,14035.72405,15125.78529,0.951428286
0,1059,,635048211.9,1066.439015,1.315758326,18654.50115,13622.54324,10763.22919,0.935898786
0,1060,,648032385.3,1073.65816,1.473352119,20018.51828,19724.03496,5531.24835,0.901946467
0,1061,,647503337.9,1073.365906,1.314064949,15458.13177,20485.38271,12253.44995,0.93916477
0,1062,,833592939.3,1167.665553,3.246109684,17162.73641,20583.72736,5301.401879,0.774163447
0,1063,,642280402.1,1070.472092,1.210593731,19292.59841,21354.20207,13632.74097,0.956582897
0,1064,,639595768.1,1068.978539,1.106019791,13591.65372,19442.98764,13066.25168,0.946659603
0,1065,,663903806.7,1082.352801,1.45618051,17932.2295,18289.20195,13256.7643,0.937906143
0,1066,,851203463.2,1175.831038,3.493016733,17089.34717,20069.674,3282.858455,0.742453762
0,1067,,659513839.1,1079.96189,1.256923914,17565.3618,21320.25449,13348.38341,0.931927968
0,1068,,671856401.9,1086.657327,1.548184052,16968.71319,13358.07127,14092.81198,0.942382393
0,1069,,691031555.2,1096.898441,1.360601809,15870.76727,15576.0517,13829.28904,0.939803579
0,1070,,725858631.6,1115.024665,1.632708033,13157.62514,17480.5183,12012.27627,0.932171888
0,1071,,927735231.9,1210.064377,3.334967274,14517.94519,18961.51758,4117.580996,0.757790465
0,1072,,1190429768,1314.927229,6.067262003,14734.24446,15973.46601,3181.861612,0.286596783
0,1073,,760584401,1132.529693,1.622997645,14605.93694,15722.2331,13380.25091,0.933124421
0,1074,,943133887.5,1216.722602,3.252246049,17680.103,20869.65062,3357.111342,0.756153916
0,1075,,810236060.3,1156.656267,1.938766525,15299.5203,20603.92823,7228.394113,0.872931611
0,1076,,800403658.5,1151.958449,1.642652203,18735.79491,18795.66985,11366.83447,0.914268057
0,1077,,1089950163,1276.838608,3.354222916,15448.45189,15104.27992,5820.763903,0.767367128
0,1078,,1549028212,1435.556319,5.76118474,20596.51636,17559.41082,4152.841199,0.676554616
